drugbank_id	group	drugbank-id	id	name	organism	known_action	position	resource	uniprot_ids
DB00572	approved	DB00572	BE0000045	Muscarinic acetylcholine receptor M3	Humans	yes	3	UniProtKB	P20309
DB00572	approved	DB00572	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	1	UniProtKB	P11229
DB00572	approved	DB00572	BE0000560	Muscarinic acetylcholine receptor M2	Humans	yes	2	UniProtKB	P08172
DB00572	approved	DB00572	BE0000247	Muscarinic acetylcholine receptor M5	Humans	yes	5	UniProtKB	P08912
DB00572	approved	DB00572	BE0000405	Muscarinic acetylcholine receptor M4	Humans	yes	4	UniProtKB	P08173
DB00573	approved	DB00573	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	NA	UniProtKB	P35354
DB00574	approved	DB00574	BE0000659	5-hydroxytryptamine receptor 1D	Humans	yes	2	UniProtKB	P28221
DB00574	approved	DB00574	BE0000533	5-hydroxytryptamine receptor 2C	Humans	yes	3	UniProtKB	P28335
DB00574	approved	DB00574	BE0000156	Sigma non-opioid intracellular receptor 1	Humans	yes	4	UniProtKB	Q99720
DB00574	approved	DB00574	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	1	UniProtKB	P31645
DB00575	approved	DB00575	BE0000572	Alpha-2B adrenergic receptor	Humans	yes	1	UniProtKB	P18089
DB00575	approved	DB00575	BE0000289	Alpha-2A adrenergic receptor	Humans	yes	NA	UniProtKB	P08913
DB00575	approved	DB00575	BE0000342	Alpha-2C adrenergic receptor	Humans	yes	2	UniProtKB	P18825
DB00579	approved	DB00579	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	1	UniProtKB	P23975
DB00579	approved	DB00579	BE0000647	Sodium-dependent dopamine transporter	Humans	yes	2	UniProtKB	Q01959
DB00579	approved	DB00579	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	3	UniProtKB	P31645
DB00580	approved	DB00580	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	NA	UniProtKB	P35354
DB00584	approved	DB00584	BE0000221	Angiotensin-converting enzyme	Humans	yes	NA	UniProtKB	P12821
DB00585	approved	DB00585	BE0000112	Histamine H2 receptor	Humans	yes	NA	UniProtKB	P25021
DB00586	approved	DB00586	BE0000017	Prostaglandin G/H synthase 1	Humans	yes	2	UniProtKB	P23219
DB00586	approved	DB00586	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	1	UniProtKB	P35354
DB00588	approved	DB00588	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB00589	approved	DB00589	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	9	UniProtKB	P28223
DB00589	approved	DB00589	BE0000389	Dopamine D4 receptor	Humans	yes	3	UniProtKB	P21917
DB00589	approved	DB00589	BE0000581	Dopamine D3 receptor	Humans	yes	2	UniProtKB	P35462
DB00589	approved	DB00589	BE0000533	5-hydroxytryptamine receptor 2C	Humans	yes	10	UniProtKB	P28335
DB00589	approved	DB00589	BE0000756	Dopamine D2 receptor	Humans	yes	1	UniProtKB	P14416
DB00590	approved	DB00590	BE0000715	Alpha-1D adrenergic receptor	Humans	yes	2	UniProtKB	P25100
DB00590	approved	DB00590	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	1	UniProtKB	P35348
DB00591	approved	DB00591	BE0001170	Annexin A2	Humans	yes	5	UniProtKB	P07355
DB00591	approved	DB00591	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB00591	approved	DB00591	BE0004149	Annexin A5	Humans	yes	8	UniProtKB	P08758
DB00591	approved	DB00591	BE0000422	Annexin A1	Humans	yes	4	UniProtKB	P04083
DB00591	approved	DB00591	BE0003201	Annexin A3	Humans	yes	6	UniProtKB	P12429
DB00591	approved	DB00591	BE0008969	Annexin A4	Humans	yes	7	UniProtKB	P09525
DB00592	approved	DB00592	BE0002345	Gamma-aminobutyric acid receptor subunit beta-3	Humans	yes	NA	UniProtKB	P28472
DB00593	approved	DB00593	BE0000483	Voltage-dependent T-type calcium channel subunit alpha-1G	Humans	yes	NA	UniProtKB	O43497
DB00594	approved	DB00594	BE0000495	Amiloride-sensitive sodium channel subunit delta	Humans	yes	4	UniProtKB	P51172
DB00594	approved	DB00594	BE0000190	Amiloride-sensitive sodium channel subunit alpha	Humans	yes	1	UniProtKB	P37088
DB00594	approved	DB00594	BE0000024	Amiloride-sensitive sodium channel subunit beta	Humans	yes	2	UniProtKB	P51168
DB00594	approved	DB00594	BE0000497	Amiloride-sensitive sodium channel subunit gamma	Humans	yes	3	UniProtKB	P51170
DB00596	approved	DB00596	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB00598	approved	DB00598	BE0004863	Alpha-1 adrenergic receptors	Humans	yes	3	UniProtKB	P35348
DB00598	approved	DB00598	BE0000172	Beta-1 adrenergic receptor	Humans	yes	1	UniProtKB	P08588
DB00598	approved	DB00598	BE0000694	Beta-2 adrenergic receptor	Humans	yes	2	UniProtKB	P07550
DB00599	approved	DB00599	BE0000471	Gamma-aminobutyric acid receptor subunit alpha-5	Humans	yes	5	UniProtKB	P31644
DB00599	approved	DB00599	BE0000764	Gamma-aminobutyric acid receptor subunit alpha-6	Humans	yes	6	UniProtKB	Q16445
DB00599	approved	DB00599	BE0000381	Gamma-aminobutyric acid receptor subunit alpha-2	Humans	yes	2	UniProtKB	P47869
DB00599	approved	DB00599	BE0000478	Gamma-aminobutyric acid receptor subunit alpha-4	Humans	yes	4	UniProtKB	P48169
DB00599	approved	DB00599	BE0000523	Gamma-aminobutyric acid receptor subunit alpha-3	Humans	yes	3	UniProtKB	P34903
DB00599	approved	DB00599	BE0000795	Gamma-aminobutyric acid receptor subunit alpha-1	Humans	yes	1	UniProtKB	P14867
DB00602	approved	DB00602	BE0000414	Glycine receptor subunit alpha-3	Humans	yes	NA	UniProtKB	O75311
DB00603	approved	DB00603	BE0000123	Estrogen receptor alpha	Humans	yes	2	UniProtKB	P03372
DB00603	approved	DB00603	BE0000557	Progesterone receptor	Humans	yes	1	UniProtKB	P06401
DB00604	approved	DB00604	BE0000084	5-hydroxytryptamine receptor 4	Humans	yes	1	UniProtKB	Q13639
DB00604	approved	DB00604	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	3	UniProtKB	P28223
DB00604	approved	DB00604	BE0000311	5-hydroxytryptamine receptor 3A	Humans	yes	2	UniProtKB	P46098
DB00605	approved	DB00605	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	1	UniProtKB	P35354
DB00606	approved	DB00606	BE0000229	Sodium/potassium-transporting ATPase subunit gamma	Humans	yes	1	UniProtKB	P54710
DB00606	approved	DB00606	BE0009965	Carbonic anhydrase	Humans	yes	5	UniProtKB	P00915
DB00610	approved	DB00610	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	NA	UniProtKB	P35348
DB00611	approved	DB00611	BE0000420	Delta-type opioid receptor	Humans	yes	2	UniProtKB	P41143
DB00611	approved	DB00611	BE0000770	Mu-type opioid receptor	Humans	yes	3	UniProtKB	P35372
DB00611	approved	DB00611	BE0000632	Kappa-type opioid receptor	Humans	yes	1	UniProtKB	P41145
DB00612	approved	DB00612	BE0000172	Beta-1 adrenergic receptor	Humans	yes	1	UniProtKB	P08588
DB00617	approved	DB00617	BE0000012	Voltage-dependent T-type calcium channel subunit alpha-1I	Humans	yes	NA	UniProtKB	Q9P0X4
DB00619	approved	DB00619	BE0004743	Breakpoint cluster region protein	Humans	yes	1	UniProtKB	P11274
DB00619	approved	DB00619	BE0001104	RET proto-oncogene	Humans	yes	3	UniProtKB	O43519
DB00619	approved	DB00619	BE0000453	Mast/stem cell growth factor receptor Kit	Humans	yes	2	UniProtKB	P10721
DB00620	approved	DB00620	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB00621	approved	DB00621	BE0000132	Androgen receptor	Humans	yes	NA	UniProtKB	P10275
DB00622	approved	DB00622	BE0002354	Voltage-dependent L-type calcium channel subunit beta-2	Humans	yes	2	UniProtKB	Q08289
DB00622	approved	DB00622	BE0000430	Voltage-dependent L-type calcium channel subunit alpha-1C	Humans	yes	1	UniProtKB	Q13936
DB00622	approved	DB00622	BE0000691	Voltage-dependent calcium channel subunit alpha-2/delta-1	Humans	yes	3	UniProtKB	P54289
DB00622	approved	DB00622	BE0002359	Voltage-dependent L-type calcium channel subunit alpha-1D	Humans	yes	3	UniProtKB	Q01668
DB00623	approved	DB00623	BE0000020	Dopamine D1 receptor	Humans	yes	2	UniProtKB	P21728
DB00623	approved	DB00623	BE0000756	Dopamine D2 receptor	Humans	yes	1	UniProtKB	P14416
DB00624	approved	DB00624	BE0000132	Androgen receptor	Humans	yes	NA	UniProtKB	P10275
DB00626	approved	DB00626	BE0001183	Insulin-degrading enzyme	Humans	yes	2	UniProtKB	P14735
DB00627	approved	DB00627	BE0000635	Hydroxycarboxylic acid receptor 2	Humans	yes	2	UniProtKB	Q8TDS4
DB00627	approved	DB00627	BE0000836	Hydroxycarboxylic acid receptor 3	Humans	yes	1	UniProtKB	P49019
DB00627	approved	DB00627	BE0000526	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	Humans	yes	3	UniProtKB	Q15274
DB00627	approved	DB00627	BE0000783	Nicotinamide N-methyltransferase	Humans	yes	4	UniProtKB	P40261
DB00628	approved	DB00628	BE0008668	GABA(A) Receptor Benzodiazepine Binding Site	Humans	yes	2	UniProtKB	P14867
DB00628	approved	DB00628	BE0004797	GABA(A) Receptor	Humans	yes	1	UniProtKB	P14867
DB00629	approved	DB00629	BE0000289	Alpha-2A adrenergic receptor	Humans	yes	NA	UniProtKB	P08913
DB00630	approved	DB00630	BE0000776	Farnesyl pyrophosphate synthase	Humans	yes	1	UniProtKB	P14324
DB00631	approved	DB00631	BE0000546	DNA polymerase alpha catalytic subunit	Humans	yes	NA	UniProtKB	P09884
DB00631	approved	DB00631	BE0000325	Ribonucleoside-diphosphate reductase large subunit	Humans	yes	NA	UniProtKB	P23921
DB00633	approved	DB00633	BE0000289	Alpha-2A adrenergic receptor	Humans	yes	NA	UniProtKB	P08913
DB00635	approved	DB00635	BE0000794	Glucocorticoid receptor	Humans	yes	NA	UniProtKB	P04150
DB00636	approved	DB00636	BE0000071	Peroxisome proliferator-activated receptor alpha	Humans	yes	1	UniProtKB	Q07869
DB00637	approved	DB00637	BE0000442	Histamine H1 receptor	Humans	yes	1	UniProtKB	P35367
DB00640	approved	DB00640	BE0000354	Adenosine receptor A3	Humans	yes	3	UniProtKB	P0DMS8
DB00640	approved	DB00640	BE0000241	Adenosine receptor A2b	Humans	yes	2	UniProtKB	P29275
DB00640	approved	DB00640	BE0000013	Adenosine receptor A1	Humans	yes	4	UniProtKB	P30542
DB00640	approved	DB00640	BE0000924	Adenosine receptor A2a	Humans	yes	1	UniProtKB	P29274
DB00641	approved	DB00641	BE0000574	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Humans	yes	NA	UniProtKB	P04035
DB00642	approved	DB00642	BE0000330	Dihydrofolate reductase	Humans	yes	3	UniProtKB	P00374
DB00642	approved	DB00642	BE0000324	Thymidylate synthase	Humans	yes	1	UniProtKB	P04818
DB00642	approved	DB00642	BE0001240	Bifunctional purine biosynthesis protein PURH	Humans	yes	2	UniProtKB	P31939
DB00642	approved	DB00642	BE0000882	Trifunctional purine biosynthetic protein adenosine-3	Humans	yes	4	UniProtKB	P22102
DB00643	approved	DB00643	BE0001340	Tubulin alpha-1A chain	Humans	yes	1	UniProtKB	Q71U36
DB00643	approved	DB00643	BE0001367	Tubulin beta-4B chain	Humans	yes	2	UniProtKB	P68371
DB00644	approved	DB00644	BE0000472	Putative gonadotropin-releasing hormone II receptor	Humans	yes	NA	UniProtKB	Q96P88
DB00644	approved	DB00644	BE0000203	Gonadotropin-releasing hormone receptor	Humans	yes	NA	UniProtKB	P30968
DB00645	approved	DB00645	BE0000177	Sodium channel protein type 10 subunit alpha	Humans	yes	NA	UniProtKB	Q9Y5Y9
DB00647	approved	DB00647	BE0000420	Delta-type opioid receptor	Humans	yes	NA	UniProtKB	P41143
DB00647	approved	DB00647	BE0000770	Mu-type opioid receptor	Humans	yes	NA	UniProtKB	P35372
DB00647	approved	DB00647	BE0000632	Kappa-type opioid receptor	Humans	yes	NA	UniProtKB	P41145
DB00648	approved	DB00648	BE0000731	Cytochrome P450 11B1, mitochondrial	Humans	yes	NA	UniProtKB	P15538
DB00651	approved	DB00651	BE0000013	Adenosine receptor A1	Humans	yes	5	UniProtKB	P30542
DB00651	approved	DB00651	BE0000487	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Humans	yes	1	UniProtKB	Q07343
DB00651	approved	DB00651	BE0002353	cAMP-specific 3',5'-cyclic phosphodiesterase 4C	Humans	yes	3	UniProtKB	Q08493
DB00651	approved	DB00651	BE0000924	Adenosine receptor A2a	Humans	yes	6	UniProtKB	P29274
DB00651	approved	DB00651	BE0001133	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	Humans	yes	2	UniProtKB	P27815
DB00651	approved	DB00651	BE0001287	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	Humans	yes	4	UniProtKB	Q08499
DB00652	approved	DB00652	BE0000632	Kappa-type opioid receptor	Humans	yes	NA	UniProtKB	P41145
DB00652	approved	DB00652	BE0000156	Sigma non-opioid intracellular receptor 1	Humans	yes	1	UniProtKB	Q99720
DB00652	approved	DB00652	BE0000770	Mu-type opioid receptor	Humans	yes	NA	UniProtKB	P35372
DB00653	approved	DB00653	BE0008715	Voltage-dependent L-type calcium channel	Humans	yes	1	UniProtKB	Q13936
DB00654	approved	DB00654	BE0000610	Prostaglandin F2-alpha receptor	Humans	yes	NA	UniProtKB	P43088
DB00655	approved	DB00655	BE0000123	Estrogen receptor alpha	Humans	yes	NA	UniProtKB	P03372
DB00656	approved	DB00656	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	1	UniProtKB	P28223
DB00656	approved	DB00656	BE0000291	5-hydroxytryptamine receptor 1A	Humans	yes	4	UniProtKB	P08908
DB00656	approved	DB00656	BE0000533	5-hydroxytryptamine receptor 2C	Humans	yes	2	UniProtKB	P28335
DB00656	approved	DB00656	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	3	UniProtKB	P31645
DB00657	approved	DB00657	BE0000738	Neuronal acetylcholine receptor subunit alpha-2	Humans	yes	NA	UniProtKB	Q15822
DB00659	approved	DB00659	BE0001192	Metabotropic glutamate receptor 5	Humans	yes	3	UniProtKB	P41594
DB00659	approved	DB00659	BE0004852	Glutamate (NMDA) receptor	Humans	yes	2	UniProtKB	Q05586
DB00659	approved	DB00659	BE0004797	GABA(A) Receptor	Humans	yes	1	UniProtKB	P14867
DB00661	approved	DB00661	BE0000430	Voltage-dependent L-type calcium channel subunit alpha-1C	Humans	yes	1	UniProtKB	Q13936
DB00663	approved	DB00663	BE0000794	Glucocorticoid receptor	Humans	yes	NA	UniProtKB	P04150
DB00665	approved	DB00665	BE0000132	Androgen receptor	Humans	yes	NA	UniProtKB	P10275
DB00666	approved	DB00666	BE0000203	Gonadotropin-releasing hormone receptor	Humans	yes	NA	UniProtKB	P30968
DB00666	approved	DB00666	BE0000472	Putative gonadotropin-releasing hormone II receptor	Humans	yes	NA	UniProtKB	Q96P88
DB00668	approved	DB00668	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	1	UniProtKB	P35348
DB00668	approved	DB00668	BE0000289	Alpha-2A adrenergic receptor	Humans	yes	3	UniProtKB	P08913
DB00668	approved	DB00668	BE0000694	Beta-2 adrenergic receptor	Humans	yes	3	UniProtKB	P07550
DB00668	approved	DB00668	BE0000172	Beta-1 adrenergic receptor	Humans	yes	3	UniProtKB	P08588
DB00668	approved	DB00668	BE0000575	Alpha-1B adrenergic receptor	Humans	yes	2	UniProtKB	P35368
DB00668	approved	DB00668	BE0000572	Alpha-2B adrenergic receptor	Humans	yes	4	UniProtKB	P18089
DB00669	approved	DB00669	BE0000291	5-hydroxytryptamine receptor 1A	Humans	yes	1	UniProtKB	P08908
DB00669	approved	DB00669	BE0000460	5-hydroxytryptamine receptor 1F	Humans	yes	NA	UniProtKB	P30939
DB00669	approved	DB00669	BE0000797	5-hydroxytryptamine receptor 1B	Humans	yes	NA	UniProtKB	P28222
DB00669	approved	DB00669	BE0000659	5-hydroxytryptamine receptor 1D	Humans	yes	NA	UniProtKB	P28221
DB00670	approved	DB00670	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	NA	UniProtKB	P11229
DB00672	approved	DB00672	BE0000207	ATP-binding cassette sub-family C member 8	Humans	yes	1	UniProtKB	Q09428
DB00673	approved	DB00673	BE0000384	Neurokinin 1 receptor	Humans	yes	NA	UniProtKB	P25103
DB00674	approved	DB00674	BE0000426	Acetylcholinesterase	Humans	yes	1	UniProtKB	P22303
DB00674	approved	DB00674	BE0002341	Neuronal acetylcholine receptor subunit alpha-7	Humans	yes	2	UniProtKB	P36544
DB00675	approved	DB00675	BE0000123	Estrogen receptor alpha	Humans	yes	2	UniProtKB	P03372
DB00675	approved	DB00675	BE0004895	Protein kinase C	Humans	yes	22	UniProtKB	P17252
DB00675	approved	DB00675	BE0000685	Sex hormone-binding globulin	Humans	yes	27	UniProtKB	P04278
DB00675	approved	DB00675	BE0000792	Estrogen receptor beta	Humans	yes	4	UniProtKB	Q92731
DB00677	approved	DB00677	BE0002180	Cholinesterase	Humans	yes	2	UniProtKB	P06276
DB00677	approved	DB00677	BE0000426	Acetylcholinesterase	Humans	yes	1	UniProtKB	P22303
DB00678	approved	DB00678	BE0000062	Type-1 angiotensin II receptor	Humans	yes	NA	UniProtKB	P30556
DB00679	approved	DB00679	BE0000756	Dopamine D2 receptor	Humans	yes	1	UniProtKB	P14416
DB00679	approved	DB00679	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	3	UniProtKB	P35348
DB00679	approved	DB00679	BE0000020	Dopamine D1 receptor	Humans	yes	2	UniProtKB	P21728
DB00679	approved	DB00679	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	5	UniProtKB	P28223
DB00679	approved	DB00679	BE0000575	Alpha-1B adrenergic receptor	Humans	yes	4	UniProtKB	P35368
DB00680	approved	DB00680	BE0000197	Sodium channel protein type 5 subunit alpha	Humans	yes	NA	UniProtKB	Q14524
DB00682	approved	DB00682	BE0000713	Vitamin K epoxide reductase complex subunit 1	Humans	yes	1	UniProtKB	Q9BQB6
DB00683	approved	DB00683	BE0004797	GABA(A) Receptor	Humans	yes	2	UniProtKB	P14867
DB00683	approved	DB00683	BE0008668	GABA(A) Receptor Benzodiazepine Binding Site	Humans	yes	3	UniProtKB	P14867
DB00686	approved	DB00686	BE0000689	Fibroblast growth factor 1	Humans	yes	2	UniProtKB	P05230
DB00686	approved	DB00686	BE0001015	Fibroblast growth factor 2	Humans	yes	1	UniProtKB	P09038
DB00687	approved	DB00687	BE0000668	Mineralocorticoid receptor	Humans	yes	NA	UniProtKB	P08235
DB00688	approved	DB00688	BE0000761	Inosine-5'-monophosphate dehydrogenase 1	Humans	yes	1	UniProtKB	P20839
DB00688	approved	DB00688	BE0000722	Inosine-5'-monophosphate dehydrogenase 2	Humans	yes	2	UniProtKB	P12268
DB00690	approved	DB00690	BE0008668	GABA(A) Receptor Benzodiazepine Binding Site	Humans	yes	4	UniProtKB	P14867
DB00690	approved	DB00690	BE0004797	GABA(A) Receptor	Humans	yes	3	UniProtKB	P14867
DB00691	approved	DB00691	BE0000221	Angiotensin-converting enzyme	Humans	yes	NA	UniProtKB	P12821
DB00692	approved	DB00692	BE0000289	Alpha-2A adrenergic receptor	Humans	yes	NA	UniProtKB	P08913
DB00692	approved	DB00692	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	1	UniProtKB	P35348
DB00694	approved	DB00694	BE0000742	DNA topoisomerase 2-alpha	Humans	yes	2	UniProtKB	P11388
DB00694	approved	DB00694	BE0002425	DNA topoisomerase 2-beta	Humans	yes	3	UniProtKB	Q02880
DB00695	approved	DB00695	BE0000502	Solute carrier family 12 member 1	Humans	yes	NA	UniProtKB	Q13621
DB00696	approved	DB00696	BE0000715	Alpha-1D adrenergic receptor	Humans	yes	7	UniProtKB	P25100
DB00696	approved	DB00696	BE0000797	5-hydroxytryptamine receptor 1B	Humans	yes	2	UniProtKB	P28222
DB00696	approved	DB00696	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	3	UniProtKB	P28223
DB00696	approved	DB00696	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	5	UniProtKB	P35348
DB00696	approved	DB00696	BE0000659	5-hydroxytryptamine receptor 1D	Humans	yes	1	UniProtKB	P28221
DB00696	approved	DB00696	BE0000575	Alpha-1B adrenergic receptor	Humans	yes	6	UniProtKB	P35368
DB00699	approved	DB00699	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	NA	UniProtKB	P35348
DB00700	approved	DB00700	BE0000668	Mineralocorticoid receptor	Humans	yes	NA	UniProtKB	P08235
DB00703	approved	DB00703	BE0000267	Carbonic anhydrase 1	Humans	yes	1	UniProtKB	P00915
DB00703	approved	DB00703	BE0000535	Carbonic anhydrase 4	Humans	yes	2	UniProtKB	P22748
DB00703	approved	DB00703	BE0000322	Carbonic anhydrase 2	Humans	yes	2	UniProtKB	P00918
DB00703	approved	DB00703	BE0003629	Carbonic anhydrase 7	Humans	yes	2	UniProtKB	P43166
DB00704	approved	DB00704	BE0000420	Delta-type opioid receptor	Humans	yes	NA	UniProtKB	P41143
DB00704	approved	DB00704	BE0000632	Kappa-type opioid receptor	Humans	yes	NA	UniProtKB	P41145
DB00704	approved	DB00704	BE0000770	Mu-type opioid receptor	Humans	yes	NA	UniProtKB	P35372
DB00704	approved	DB00704	BE0000290	HCG20471, isoform CRA_c	Humans	yes	1	UniProtKB	Q5T1J1
DB00706	approved	DB00706	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	1	UniProtKB	P35348
DB00708	approved	DB00708	BE0000770	Mu-type opioid receptor	Humans	yes	NA	UniProtKB	P35372
DB00710	approved	DB00710	BE0003570	Geranylgeranyl pyrophosphate synthase	Humans	yes	2	UniProtKB	O95749
DB00710	approved	DB00710	BE0000776	Farnesyl pyrophosphate synthase	Humans	yes	NA	UniProtKB	P14324
DB00711	approved	DB00711	BE0000248	Arachidonate 5-lipoxygenase	Humans	yes	NA	UniProtKB	P09917
DB00712	approved	DB00712	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	2	UniProtKB	P35354
DB00714	approved	DB00714	BE0000581	Dopamine D3 receptor	Humans	yes	3	UniProtKB	P35462
DB00714	approved	DB00714	BE0000389	Dopamine D4 receptor	Humans	yes	1	UniProtKB	P21917
DB00714	approved	DB00714	BE0000756	Dopamine D2 receptor	Humans	yes	2	UniProtKB	P14416
DB00715	approved	DB00715	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	1	UniProtKB	P31645
DB00716	approved	DB00716	BE0000099	Cysteinyl leukotriene receptor 2	Humans	yes	2	UniProtKB	Q9NS75
DB00716	approved	DB00716	BE0000705	Cysteinyl leukotriene receptor 1	Humans	yes	1	UniProtKB	Q9Y271
DB00717	approved	DB00717	BE0000557	Progesterone receptor	Humans	yes	1	UniProtKB	P06401
DB00719	approved	DB00719	BE0000442	Histamine H1 receptor	Humans	yes	NA	UniProtKB	P35367
DB00720	approved	DB00720	BE0000599	ADP/ATP translocase 1	Humans	yes	2	UniProtKB	P12235
DB00720	approved	DB00720	BE0000624	ADP/ATP translocase 3	Humans	yes	4	UniProtKB	P12236
DB00720	approved	DB00720	BE0000709	ADP/ATP translocase 2	Humans	yes	3	UniProtKB	P05141
DB00721	approved	DB00721	BE0000641	Glutamate receptor ionotropic, NMDA 3A	Humans	yes	2	UniProtKB	Q8TCU5
DB00721	approved	DB00721	BE0000647	Sodium-dependent dopamine transporter	Humans	yes	3	UniProtKB	Q01959
DB00721	approved	DB00721	BE0000311	5-hydroxytryptamine receptor 3A	Humans	yes	3	UniProtKB	P46098
DB00721	approved	DB00721	BE0000177	Sodium channel protein type 10 subunit alpha	Humans	yes	1	UniProtKB	Q9Y5Y9
DB00722	approved	DB00722	BE0000221	Angiotensin-converting enzyme	Humans	yes	NA	UniProtKB	P12821
DB00723	approved	DB00723	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	NA	UniProtKB	P35348
DB00724	approved	DB00724	BE0000155	Toll-like receptor 7	Humans	yes	NA	UniProtKB	Q9NYK1
DB00725	approved	DB00725	BE0000560	Muscarinic acetylcholine receptor M2	Humans	yes	NA	UniProtKB	P08172
DB00725	approved	DB00725	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	NA	UniProtKB	P11229
DB00725	approved	DB00725	BE0000247	Muscarinic acetylcholine receptor M5	Humans	yes	NA	UniProtKB	P08912
DB00725	approved	DB00725	BE0000045	Muscarinic acetylcholine receptor M3	Humans	yes	NA	UniProtKB	P20309
DB00725	approved	DB00725	BE0000405	Muscarinic acetylcholine receptor M4	Humans	yes	NA	UniProtKB	P08173
DB00726	approved	DB00726	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	NA	UniProtKB	P23975
DB00726	approved	DB00726	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	NA	UniProtKB	P31645
DB00727	approved	DB00727	BE0000556	Atrial natriuretic peptide receptor 1	Humans	yes	NA	UniProtKB	P16066
DB00728	approved	DB00728	BE0000560	Muscarinic acetylcholine receptor M2	Humans	yes	NA	UniProtKB	P08172
DB00728	approved	DB00728	BE0000738	Neuronal acetylcholine receptor subunit alpha-2	Humans	yes	NA	UniProtKB	Q15822
DB00731	approved	DB00731	BE0000207	ATP-binding cassette sub-family C member 8	Humans	yes	1	UniProtKB	Q09428
DB00732	approved	DB00732	BE0000738	Neuronal acetylcholine receptor subunit alpha-2	Humans	yes	NA	UniProtKB	Q15822
DB00733	approved	DB00733	BE0000426	Acetylcholinesterase	Humans	yes	1	UniProtKB	P22303
DB00733	approved	DB00733	BE0002180	Cholinesterase	Humans	yes	2	UniProtKB	P06276
DB00734	approved	DB00734	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	2	UniProtKB	P28223
DB00734	approved	DB00734	BE0000756	Dopamine D2 receptor	Humans	yes	3	UniProtKB	P14416
DB00735	approved	DB00735	BE0000577	Squalene monooxygenase	Humans	yes	NA	UniProtKB	Q14534
DB00736	approved	DB00736	BE0000349	Potassium-transporting ATPase alpha chain 1	Humans	yes	NA	UniProtKB	P20648
DB00737	approved	DB00737	BE0000442	Histamine H1 receptor	Humans	yes	NA	UniProtKB	P35367
DB00740	approved	DB00740	BE0000030	Cystine/glutamate transporter	Humans	yes	2	UniProtKB	Q9UPY5
DB00740	approved	DB00740	BE0000197	Sodium channel protein type 5 subunit alpha	Humans	yes	1	UniProtKB	Q14524
DB00741	approved	DB00741	BE0000422	Annexin A1	Humans	yes	2	UniProtKB	P04083
DB00741	approved	DB00741	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB00744	approved	DB00744	BE0000248	Arachidonate 5-lipoxygenase	Humans	yes	NA	UniProtKB	P09917
DB00745	approved	DB00745	BE0000647	Sodium-dependent dopamine transporter	Humans	yes	NA	UniProtKB	Q01959
DB00747	approved	DB00747	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	NA	UniProtKB	P11229
DB00748	approved	DB00748	BE0000442	Histamine H1 receptor	Humans	yes	NA	UniProtKB	P35367
DB00749	approved	DB00749	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	1	UniProtKB	P35354
DB00750	approved	DB00750	BE0000197	Sodium channel protein type 5 subunit alpha	Humans	yes	NA	UniProtKB	Q14524
DB00751	approved	DB00751	BE0000442	Histamine H1 receptor	Humans	yes	1	UniProtKB	P35367
